street,num_opponents,pot_bb,facing_bet_bb,effective_stack_bb,allow_bluffs,equity,pot_odds,action
flop,4,16.66,5.58,69.6,0,0.215,0.250899,FOLD
river,3,15.28,5.41,56.0,0,0.0,0.261479,FOLD
turn,4,61.32,5.6,149.34,0,0.245,0.083682,CALL
preflop,4,76.97,0.42,128.7,0,0.25,0.005427,CALL
flop,4,12.91,6.81,48.21,0,0.035,0.345335,FOLD
river,4,2.37,2.6,58.35,0,0.78,0.523139,RAISE
preflop,2,74.27,20.14,94.77,0,0.36,0.213325,CALL
river,1,41.57,7.19,81.09,0,0.065,0.147457,FOLD
flop,2,23.12,27.68,51.23,0,0.53,0.544882,CALL
preflop,4,2.94,1.93,78.32,0,0.23,0.396304,FOLD
preflop,4,71.0,22.93,84.43,0,0.245,0.244118,CALL
preflop,2,54.6,14.72,101.32,0,0.435,0.212349,CALL
preflop,3,37.58,0.83,117.4,0,0.35,0.021609,CALL
preflop,3,2.12,0.53,48.31,0,0.25,0.2,CALL
preflop,4,21.11,1.28,139.78,0,0.15,0.057168,CALL
turn,2,57.86,3.34,91.57,0,0.555,0.054575,CALL
preflop,4,75.18,21.99,122.22,0,0.165,0.226304,FOLD
turn,3,31.78,1.61,133.79,0,0.1,0.048218,CALL
flop,4,68.48,15.47,131.31,0,0.155,0.184276,FOLD
turn,3,64.48,22.5,31.43,0,0.31,0.25868,CALL
preflop,4,5.97,4.38,143.64,0,0.17,0.423188,FOLD
preflop,4,66.08,11.5,67.41,0,0.28,0.148234,CALL
preflop,2,5.14,5.42,92.76,0,0.365,0.513258,FOLD
preflop,2,8.98,0.59,35.01,0,0.36,0.061651,CALL
turn,4,57.61,8.58,106.81,0,0.13,0.129627,CALL
flop,4,3.47,1.23,58.05,0,0.045,0.261702,FOLD
turn,2,27.92,25.82,71.28,0,0.285,0.480461,FOLD
river,3,62.64,9.09,65.09,0,0.345,0.126725,CALL
flop,4,10.06,9.19,128.67,0,0.13,0.477403,FOLD
river,4,70.92,26.58,139.81,0,0.0,0.272615,FOLD
river,2,38.04,5.53,118.55,0,0.04,0.126922,FOLD
preflop,2,48.41,5.81,120.31,0,0.225,0.107156,CALL
turn,2,24.97,7.38,139.49,0,0.155,0.22813,FOLD
river,2,32.85,2.66,49.78,0,0.72,0.074908,RAISE
turn,1,47.39,3.68,50.91,0,0.385,0.072058,CALL
river,3,76.88,9.62,134.84,0,0.14,0.111214,CALL
turn,2,45.09,6.6,118.86,0,0.42,0.127684,CALL
preflop,3,67.24,3.28,143.45,0,0.325,0.046512,CALL
river,3,57.58,33.77,58.96,0,0.72,0.369677,RAISE
preflop,2,36.73,9.33,54.75,0,0.38,0.202562,CALL
flop,1,47.36,7.71,89.37,0,0.515,0.140004,CALL
river,1,2.87,1.78,63.49,0,0.49,0.382796,CALL
river,3,54.75,28.29,26.07,0,0.53,0.340679,CALL
flop,2,40.26,19.66,74.43,0,0.13,0.328104,FOLD
flop,3,53.38,8.59,27.06,0,0.305,0.138615,CALL
preflop,2,43.24,21.02,73.9,0,0.24,0.327109,FOLD
turn,3,23.01,9.0,97.33,0,0.04,0.281162,FOLD
turn,3,41.1,2.77,89.26,0,0.015,0.063141,FOLD
turn,2,14.93,7.36,100.58,0,0.22,0.330193,FOLD
river,2,79.3,14.09,23.81,0,0.495,0.150873,CALL
turn,2,28.27,7.87,94.13,0,0.285,0.217764,CALL
river,4,9.56,0.59,83.72,0,0.085,0.058128,CALL
flop,1,63.34,22.05,147.07,0,0.485,0.258227,CALL
turn,3,71.64,4.1,55.92,0,0.07,0.054133,CALL
flop,1,41.24,17.75,26.94,0,0.355,0.300898,CALL
river,2,48.85,16.46,20.91,0,0.33,0.252029,CALL
turn,1,18.85,8.78,72.17,0,0.57,0.317771,CALL
preflop,1,50.62,18.67,25.59,0,0.53,0.269447,CALL
turn,4,31.63,8.22,125.51,0,0.835,0.206274,RAISE
river,2,48.08,10.77,93.73,0,0.17,0.183008,CALL
river,3,21.06,0.15,103.51,0,0.075,0.007072,CALL
flop,1,46.87,8.8,148.9,0,0.47,0.158074,CALL
river,2,40.44,16.36,48.38,0,0.48,0.288028,CALL
river,4,66.77,0.48,25.2,0,0.83,0.007138,RAISE
flop,3,71.67,3.55,33.11,0,0.04,0.047195,CALL
preflop,1,31.98,2.7,115.07,0,0.665,0.077855,RAISE
turn,3,71.3,12.32,148.86,0,0.06,0.147333,FOLD
turn,1,37.31,33.54,73.07,0,0.155,0.473394,FOLD
turn,4,60.64,17.23,148.42,0,0.15,0.221266,FOLD
turn,1,53.19,2.33,136.92,0,0.08,0.041967,CALL
flop,1,38.56,17.52,58.34,0,0.635,0.312411,CALL
river,1,67.75,26.21,80.16,0,0.68,0.278948,RAISE
turn,1,41.84,4.68,125.09,0,0.56,0.100602,CALL
preflop,2,59.7,26.81,129.18,0,0.58,0.309906,CALL
preflop,4,70.51,15.76,78.03,0,0.39,0.182682,CALL
flop,2,46.06,3.11,92.7,0,0.135,0.06325,CALL
flop,1,42.06,3.29,93.39,0,0.485,0.072547,CALL
turn,3,60.24,32.03,56.13,0,0.115,0.347133,FOLD
flop,4,65.46,3.85,69.88,0,0.11,0.055548,CALL
flop,1,21.71,9.41,69.14,0,0.47,0.302378,CALL
turn,1,21.51,11.18,89.53,0,0.135,0.342001,FOLD
preflop,3,73.41,4.83,57.48,0,0.245,0.061733,CALL
preflop,2,19.44,2.36,49.62,0,0.235,0.108257,CALL
turn,2,29.78,29.22,31.97,0,0.41,0.495254,FOLD
river,4,74.05,5.28,33.42,0,0.165,0.066557,CALL
preflop,2,3.8,3.68,81.62,0,0.355,0.491979,FOLD
preflop,4,66.01,9.18,130.04,0,0.155,0.122091,CALL
preflop,3,5.56,3.76,123.63,0,0.24,0.403433,FOLD
preflop,2,7.83,0.58,82.15,0,0.35,0.068966,CALL
river,4,16.63,1.43,92.03,0,0.345,0.079181,CALL
preflop,4,47.53,20.9,99.77,0,0.185,0.305422,FOLD
turn,4,41.72,33.45,74.73,0,0.14,0.444991,FOLD
turn,1,2.1,0.23,114.42,0,0.28,0.098712,CALL
turn,3,24.46,16.31,123.98,0,0.0,0.400049,FOLD
flop,1,55.78,12.58,39.92,0,0.435,0.184026,CALL
river,3,64.61,28.41,89.1,0,0.665,0.305418,RAISE
flop,1,27.13,17.51,125.36,0,0.665,0.392249,RAISE
river,3,43.47,32.82,66.58,0,0.715,0.430201,RAISE
flop,1,77.07,22.78,80.93,0,0.785,0.228142,RAISE
preflop,4,3.88,2.93,82.12,0,0.265,0.43025,FOLD
flop,4,49.78,4.44,82.24,0,0.335,0.081889,CALL
turn,4,41.88,20.6,40.77,0,0.065,0.329706,FOLD
turn,1,16.51,15.6,58.05,0,0.18,0.48583,FOLD
river,4,51.15,23.48,130.33,0,0.025,0.314619,FOLD
river,1,10.87,2.45,54.0,0,0.795,0.183934,RAISE
preflop,2,5.28,4.05,33.4,0,0.285,0.434084,FOLD
turn,2,31.24,8.95,103.67,0,0.18,0.222692,FOLD
turn,4,48.22,28.39,48.86,0,0.17,0.370578,FOLD
preflop,1,36.52,2.9,29.51,0,0.425,0.073567,CALL
turn,2,62.87,21.85,144.43,0,0.18,0.257908,FOLD
flop,3,41.59,24.98,66.56,0,0.35,0.375244,FOLD
flop,1,26.93,19.04,92.73,0,0.38,0.414183,FOLD
turn,2,51.4,14.6,31.51,0,0.39,0.221212,CALL
river,4,79.9,25.67,66.28,0,0.605,0.243156,CALL
preflop,2,44.92,22.43,107.88,0,0.285,0.333036,FOLD
preflop,1,43.68,15.45,104.28,0,0.365,0.261289,CALL
river,1,51.45,0.55,41.86,0,0.82,0.010577,RAISE
preflop,3,31.7,15.02,91.37,0,0.105,0.32149,FOLD
river,3,3.85,3.35,59.73,0,0.0,0.465278,FOLD
turn,2,76.83,3.3,47.26,0,0.36,0.041183,CALL
preflop,1,64.26,28.83,101.36,0,0.545,0.3097,CALL
flop,1,35.06,8.19,98.46,0,0.8,0.189364,RAISE
flop,2,63.26,8.31,52.02,0,0.32,0.11611,CALL
river,2,68.86,17.82,129.44,0,0.245,0.205584,CALL
preflop,1,12.21,9.47,116.51,0,0.57,0.436808,CALL
flop,1,69.97,10.98,51.68,0,0.42,0.135639,CALL
river,1,22.04,18.97,121.47,0,0.93,0.46257,RAISE
preflop,4,59.28,28.38,109.45,0,0.145,0.323751,FOLD
river,1,64.83,14.56,32.58,0,0.175,0.183398,CALL
flop,1,53.58,5.87,141.56,0,0.425,0.098738,CALL
turn,1,23.77,24.35,122.77,0,0.42,0.506027,FOLD
turn,1,40.97,14.91,84.19,0,0.945,0.266822,RAISE
flop,2,27.17,28.71,28.68,0,0.22,0.51378,FOLD
river,1,37.95,22.26,135.96,0,0.41,0.369706,CALL
preflop,3,14.11,16.68,24.01,0,0.35,0.541734,FOLD
flop,3,31.9,21.58,43.56,0,0.105,0.403515,FOLD
flop,2,64.86,23.61,90.04,0,0.28,0.26687,CALL
flop,4,33.58,1.57,79.53,0,0.19,0.044666,CALL
flop,3,2.0,0.81,90.57,0,0.605,0.288256,CALL
river,1,25.45,1.02,36.91,0,0.495,0.038534,CALL
flop,4,5.8,1.5,62.58,0,0.32,0.205479,CALL
preflop,4,65.47,9.27,84.45,0,0.215,0.12403,CALL
turn,3,59.6,27.87,68.44,0,0.21,0.318624,FOLD
flop,2,60.41,15.67,140.79,0,0.365,0.205967,CALL
river,1,26.61,26.76,108.45,0,0.365,0.501405,FOLD
river,4,26.19,27.25,84.6,0,0.18,0.509918,FOLD
preflop,2,18.78,4.63,131.0,0,0.44,0.197779,CALL
flop,3,17.27,1.12,28.16,0,0.03,0.060903,FOLD
preflop,1,73.58,26.19,147.69,0,0.59,0.262504,CALL
preflop,2,45.0,15.96,111.45,0,0.74,0.261811,RAISE
flop,4,56.02,21.24,64.34,0,0.65,0.274916,RAISE
preflop,4,66.8,9.7,117.92,0,0.345,0.126797,CALL
preflop,3,31.64,23.13,97.09,0,0.29,0.422311,FOLD
turn,1,75.14,11.28,64.8,0,0.915,0.130525,RAISE
flop,1,67.14,13.86,44.92,0,0.255,0.171111,CALL
preflop,1,74.43,11.42,55.43,0,0.34,0.133023,CALL
turn,2,8.97,1.71,43.71,0,0.275,0.160112,CALL
flop,4,29.34,27.3,95.71,0,0.11,0.481992,FOLD
river,3,49.94,9.2,106.22,0,0.795,0.155563,RAISE
river,2,20.59,18.33,105.18,0,0.89,0.470966,RAISE
river,1,40.13,15.14,97.66,0,0.87,0.273928,RAISE
turn,4,73.04,10.85,84.02,0,0.015,0.129336,FOLD
flop,3,50.88,5.82,132.68,0,0.26,0.102646,CALL
preflop,3,62.87,18.8,136.72,0,0.23,0.230195,CALL
preflop,4,16.47,1.85,39.15,0,0.235,0.100983,CALL
river,2,32.97,19.07,95.35,0,0.375,0.366449,CALL
preflop,3,73.63,13.21,48.3,0,0.32,0.152119,CALL
preflop,4,32.04,9.06,118.29,0,0.37,0.220438,CALL
river,3,14.65,0.9,97.27,0,0.0,0.057878,FOLD
turn,2,73.93,33.39,113.32,0,0.01,0.311126,FOLD
preflop,2,17.02,19.23,51.44,0,0.355,0.530483,FOLD
flop,3,29.3,10.89,38.61,0,0.165,0.270963,FOLD
turn,3,64.51,28.19,93.76,0,0.075,0.304099,FOLD
flop,1,6.33,6.75,72.75,0,0.38,0.516055,FOLD
river,3,41.01,3.49,102.45,0,0.11,0.078427,CALL
preflop,2,77.94,31.64,80.66,0,0.385,0.288739,CALL
turn,3,72.51,26.34,130.68,0,0.175,0.266464,FOLD
preflop,1,54.94,5.19,51.42,0,0.385,0.086313,CALL
river,1,5.33,1.3,98.66,0,0.345,0.196078,CALL
preflop,2,42.04,19.53,48.92,0,0.2,0.3172,FOLD
flop,3,75.88,11.35,131.7,0,0.335,0.130116,CALL
turn,1,71.74,13.73,123.68,0,0.435,0.160641,CALL
flop,3,61.69,14.62,32.49,0,0.28,0.191587,CALL
flop,1,54.51,33.03,57.75,0,0.37,0.377313,CALL
flop,3,66.04,7.25,59.48,0,0.47,0.098922,CALL
preflop,3,25.07,29.86,85.95,0,0.225,0.543601,FOLD
flop,3,9.78,7.11,69.09,0,0.245,0.420959,FOLD
turn,3,39.9,21.5,95.88,0,0.08,0.350163,FOLD
flop,1,3.91,2.13,121.73,0,0.44,0.352649,CALL
preflop,4,2.11,1.89,123.01,0,0.135,0.4725,FOLD
river,3,7.52,7.52,22.2,0,0.02,0.5,FOLD
river,2,33.61,3.73,148.47,0,0.0,0.099893,FOLD
river,3,31.17,5.66,93.78,0,0.155,0.153679,CALL
river,4,53.77,9.13,30.17,0,0.0,0.145151,FOLD
turn,2,48.75,8.31,105.98,0,0.355,0.145636,CALL
preflop,2,43.41,10.6,146.3,0,0.39,0.19626,CALL
preflop,4,22.42,3.13,101.61,0,0.145,0.122505,CALL
river,4,41.57,30.52,134.89,0,0.81,0.42336,RAISE
turn,2,50.55,12.06,100.5,0,0.245,0.192621,CALL
river,2,4.5,5.12,110.93,0,0.29,0.532225,FOLD
flop,3,7.17,5.37,114.99,0,0.115,0.42823,FOLD
turn,1,69.95,24.83,48.74,0,0.47,0.261975,CALL
river,1,26.79,0.58,99.28,0,0.92,0.021191,RAISE
river,4,5.15,0.51,77.87,0,0.22,0.090106,CALL
preflop,1,8.85,4.13,91.43,0,0.61,0.318182,CALL
river,2,42.63,17.0,90.33,0,0.98,0.285091,RAISE
turn,3,53.03,10.42,78.75,0,0.16,0.164224,CALL
preflop,2,26.67,0.82,101.43,0,0.19,0.029829,CALL
flop,3,35.06,21.43,135.21,0,0.095,0.379359,FOLD
flop,3,32.12,9.91,92.47,0,0.855,0.235784,RAISE
flop,4,31.21,11.8,23.04,0,0.145,0.274355,FOLD
river,2,15.52,7.78,132.57,0,0.0,0.333906,FOLD
flop,1,52.45,31.01,143.61,0,0.465,0.371555,CALL
flop,4,4.09,1.68,132.54,0,0.005,0.291161,FOLD
river,4,2.09,1.29,114.11,0,0.15,0.381657,FOLD
river,4,14.75,13.5,101.47,0,0.02,0.477876,FOLD
preflop,4,75.12,34.42,119.76,0,0.27,0.314223,FOLD
river,3,4.09,3.03,92.52,0,0.075,0.425562,FOLD
flop,1,28.13,11.2,91.06,0,0.75,0.28477,RAISE
river,4,27.79,9.3,86.65,0,0.0,0.250741,FOLD
turn,3,49.84,18.15,132.63,0,0.525,0.266951,CALL
preflop,4,20.07,10.43,112.12,0,0.245,0.341967,FOLD
preflop,4,78.45,4.44,77.53,0,0.225,0.053565,CALL
river,2,28.49,12.19,95.92,0,0.735,0.299656,RAISE
preflop,3,31.65,0.36,145.31,0,0.215,0.011246,CALL
turn,1,56.12,8.45,142.89,0,0.2,0.130866,CALL
preflop,3,49.71,12.98,67.82,0,0.18,0.207051,FOLD
turn,3,13.62,13.14,25.25,0,0.13,0.491031,FOLD
river,3,74.16,16.75,138.7,0,0.96,0.184248,RAISE
flop,1,24.62,25.39,92.86,0,0.15,0.507698,FOLD
preflop,4,24.66,9.5,132.69,0,0.2,0.278103,FOLD
flop,1,76.42,26.59,94.53,0,0.675,0.25813,RAISE
flop,2,20.99,8.44,115.19,0,0.62,0.286782,CALL
river,3,42.35,25.83,142.68,0,0.59,0.37885,CALL
preflop,4,7.94,4.92,41.63,0,0.275,0.382582,FOLD
turn,4,72.75,24.04,109.76,0,0.01,0.248373,FOLD
flop,3,65.28,20.79,66.2,0,0.255,0.241548,CALL
river,1,38.28,33.81,33.45,0,0.14,0.468997,FOLD
turn,4,76.86,23.63,87.83,0,0.01,0.235148,FOLD
turn,3,20.9,8.39,32.32,0,0.145,0.286446,FOLD
preflop,4,64.44,27.81,111.82,0,0.165,0.301463,FOLD
flop,2,6.76,3.55,43.34,0,0.13,0.344326,FOLD
preflop,4,35.89,7.6,53.52,0,0.28,0.174753,CALL
turn,2,30.08,17.04,91.17,0,0.04,0.36163,FOLD
turn,2,51.58,20.03,48.72,0,0.435,0.27971,CALL
river,1,20.03,8.05,60.35,0,0.945,0.286681,RAISE
river,3,59.39,22.99,79.96,0,0.51,0.279073,CALL
flop,4,24.83,27.94,111.94,0,0.075,0.529468,FOLD
preflop,3,50.28,17.62,71.36,0,0.43,0.259499,CALL
preflop,4,22.25,7.37,75.94,0,0.22,0.248818,FOLD
preflop,1,79.34,30.95,28.92,0,0.44,0.280624,CALL
turn,1,48.81,2.93,145.17,0,0.83,0.056629,RAISE
flop,4,5.75,4.44,90.47,0,0.505,0.435721,CALL
flop,2,63.82,0.21,35.92,0,0.92,0.00328,RAISE
preflop,3,8.1,1.39,100.43,0,0.135,0.14647,CALL
turn,4,2.61,0.59,97.58,0,0.09,0.184375,FOLD
turn,1,37.3,3.78,144.25,0,0.2,0.092016,CALL
turn,4,70.32,16.86,119.07,0,0.055,0.193393,FOLD
turn,3,60.33,4.49,61.85,0,0.205,0.069269,CALL
preflop,4,45.32,21.15,33.35,0,0.18,0.318189,FOLD
river,1,60.21,27.71,59.33,0,0.98,0.315173,RAISE
turn,3,45.43,32.53,77.07,0,0.09,0.417265,FOLD
river,4,12.43,3.9,122.76,0,0.0,0.238824,FOLD
flop,3,45.61,25.4,49.32,0,0.215,0.357696,FOLD
turn,1,47.62,7.7,125.82,0,0.135,0.13919,CALL
preflop,3,66.39,24.64,22.41,0,0.185,0.27068,FOLD
preflop,1,11.02,4.44,108.12,0,0.5,0.287193,CALL
river,4,53.15,13.55,100.47,0,0.06,0.203148,FOLD
turn,4,47.27,6.53,98.93,0,0.01,0.121375,FOLD
river,2,72.47,6.88,121.89,0,0.015,0.086704,FOLD
turn,3,54.16,26.9,109.21,0,0.09,0.331853,FOLD
preflop,1,50.98,26.38,129.85,0,0.43,0.341003,CALL
preflop,4,40.41,18.17,116.99,0,0.21,0.310174,FOLD
turn,3,23.46,22.38,27.82,0,0.405,0.48822,FOLD
river,3,20.46,20.37,68.72,0,0.3,0.498898,FOLD
flop,2,53.04,10.08,112.54,0,0.245,0.159696,CALL
flop,1,57.43,30.6,136.05,0,0.51,0.347609,CALL
turn,4,72.7,22.29,26.43,0,0.115,0.234656,FOLD
turn,2,32.5,13.43,26.01,0,0.81,0.292401,RAISE
preflop,3,76.3,15.74,32.91,0,0.26,0.171013,CALL
river,4,53.77,10.71,143.48,0,0.0,0.166098,FOLD
flop,1,78.54,23.64,28.36,0,0.54,0.231356,CALL
river,3,15.85,1.17,39.62,0,0.0,0.068743,FOLD
river,1,33.37,32.2,116.72,0,0.61,0.491078,CALL
preflop,2,10.48,6.91,79.25,0,0.3,0.397355,FOLD
flop,1,13.23,11.49,34.66,0,0.765,0.464806,RAISE
turn,3,15.78,12.94,73.59,0,0.86,0.450557,RAISE
turn,1,51.9,5.14,122.22,0,0.51,0.090112,CALL
turn,4,24.43,14.65,87.49,0,0.065,0.374872,FOLD
turn,4,67.4,20.57,28.84,0,0.08,0.23383,FOLD
preflop,3,69.5,31.56,35.62,0,0.26,0.31229,FOLD
turn,2,43.89,13.05,98.57,0,0.085,0.229189,FOLD
river,4,55.78,1.86,97.77,0,0.285,0.032269,CALL
river,2,25.54,9.78,65.47,0,0.035,0.276897,FOLD
preflop,2,68.93,27.28,97.09,0,0.375,0.283546,CALL
flop,2,2.25,0.48,36.05,0,0.265,0.175824,CALL
turn,1,73.19,5.79,102.3,0,0.585,0.07331,CALL
turn,1,52.16,3.59,56.81,0,0.715,0.064395,RAISE
turn,4,16.56,15.88,36.2,0,0.065,0.489519,FOLD
river,3,21.26,21.3,118.48,0,0.01,0.50047,FOLD
flop,4,64.74,4.81,55.95,0,0.09,0.069159,CALL
turn,2,7.52,0.73,75.43,0,0.125,0.088485,CALL
flop,2,65.74,28.86,112.04,0,0.37,0.305074,CALL
preflop,2,42.24,15.45,135.29,0,0.335,0.267811,CALL
flop,1,12.06,7.25,59.59,0,0.285,0.375453,FOLD
preflop,1,17.54,4.93,67.63,0,0.485,0.219404,CALL
turn,3,28.64,17.23,140.82,0,0.615,0.375627,CALL
river,1,12.94,0.85,80.87,0,0.24,0.061639,CALL
turn,3,54.16,18.81,22.03,0,0.05,0.257777,FOLD
preflop,3,48.86,28.38,27.78,0,0.31,0.367426,FOLD
preflop,3,20.88,19.02,55.21,0,0.355,0.476692,FOLD
turn,2,45.72,23.44,61.08,0,0.025,0.338924,FOLD
preflop,3,70.32,6.0,87.32,0,0.34,0.078616,CALL
preflop,3,64.89,28.08,84.59,0,0.1,0.302033,FOLD
flop,3,6.58,6.52,117.44,0,0.105,0.49771,FOLD
turn,3,72.37,5.65,97.96,0,0.175,0.072417,CALL
river,3,56.54,7.6,117.76,0,0.07,0.118491,FOLD
flop,2,4.37,4.25,148.46,0,0.32,0.493039,FOLD
river,1,12.25,3.08,125.67,0,0.73,0.200913,RAISE
river,2,72.3,13.68,100.86,0,0.48,0.159107,CALL
flop,1,6.26,4.85,141.84,0,0.52,0.436544,CALL
flop,2,78.89,31.5,137.36,0,0.265,0.285352,FOLD
preflop,2,4.4,4.76,54.93,0,0.35,0.519651,FOLD
river,3,71.58,24.78,124.0,0,0.04,0.257161,FOLD
turn,2,69.17,4.85,110.49,0,0.165,0.065523,CALL
turn,2,47.72,10.88,134.46,0,0.815,0.185666,RAISE
preflop,2,47.56,8.6,124.01,0,0.365,0.153134,CALL
turn,1,53.23,11.49,145.95,0,0.735,0.177534,RAISE
river,2,53.09,32.57,130.4,0,0.57,0.380224,CALL
preflop,4,12.0,3.46,90.0,0,0.12,0.223803,FOLD
preflop,2,75.22,4.52,133.08,0,0.415,0.056684,CALL
flop,4,50.26,25.93,146.42,0,0.205,0.340333,FOLD
flop,2,60.4,19.72,123.27,0,0.53,0.246131,CALL
preflop,4,71.01,9.93,68.06,0,0.19,0.122683,CALL
preflop,1,5.26,5.86,139.8,0,0.545,0.526978,CALL
flop,2,63.63,5.43,96.74,0,0.065,0.078627,CALL
preflop,4,78.48,13.21,60.12,0,0.21,0.144072,CALL
flop,2,21.76,6.56,134.11,0,0.2,0.231638,FOLD
river,1,44.47,19.06,35.77,0,1.0,0.300016,RAISE
flop,4,5.55,1.63,91.4,0,0.05,0.227019,FOLD
river,4,12.97,15.06,137.79,0,0.055,0.537281,FOLD
preflop,3,14.92,17.09,116.86,0,0.235,0.533896,FOLD
river,3,4.14,1.6,61.56,0,0.0,0.278746,FOLD
turn,3,10.42,9.4,28.22,0,0.17,0.474268,FOLD
turn,1,75.32,18.98,105.49,0,0.81,0.201273,RAISE
preflop,3,69.24,25.5,27.71,0,0.6,0.269158,CALL
flop,1,45.14,19.35,106.0,0,0.935,0.300047,RAISE
flop,3,30.32,25.08,116.23,0,0.135,0.452708,FOLD
flop,3,61.64,19.95,35.37,0,0.36,0.244515,CALL
preflop,4,65.1,20.82,73.72,0,0.33,0.242318,CALL
turn,1,22.61,19.05,91.24,0,0.805,0.457273,RAISE
turn,2,4.24,1.6,82.12,0,0.28,0.273973,CALL
flop,3,12.1,2.4,37.78,0,0.675,0.165517,RAISE
turn,1,8.42,4.97,62.2,0,0.39,0.371173,CALL
flop,3,14.56,4.97,29.14,0,0.14,0.25448,FOLD
river,3,21.48,16.82,132.45,0,0.02,0.439164,FOLD
flop,4,50.69,20.1,68.29,0,0.155,0.283938,FOLD
preflop,2,6.25,4.37,26.98,0,0.315,0.411488,FOLD
turn,1,22.11,25.7,42.08,0,0.91,0.537544,RAISE
river,2,53.76,0.44,83.35,0,0.01,0.008118,CALL
preflop,1,28.65,30.34,60.77,0,0.455,0.514324,FOLD
preflop,4,50.9,9.1,46.63,0,0.235,0.151667,CALL
flop,3,40.25,13.08,100.64,0,0.05,0.245265,FOLD
flop,1,9.32,10.4,85.33,0,0.19,0.527383,FOLD
river,2,67.94,15.69,109.53,0,0.0,0.187612,FOLD
river,2,33.2,2.97,131.43,0,0.1,0.082112,CALL
river,3,76.82,26.49,118.36,0,0.57,0.256413,CALL
preflop,2,78.98,13.14,74.67,0,0.345,0.14264,CALL
river,2,34.95,30.88,36.61,0,0.815,0.469087,RAISE
river,4,7.28,1.91,34.2,0,0.0,0.207835,FOLD
turn,1,71.75,27.34,128.09,0,0.84,0.275911,RAISE
flop,1,28.61,28.47,72.78,0,0.42,0.498774,FOLD
river,3,9.39,8.4,61.13,0,0.045,0.472175,FOLD
turn,3,35.85,24.59,43.07,0,0.05,0.40685,FOLD
turn,4,76.77,8.78,74.34,0,0.14,0.10263,CALL
flop,1,22.38,0.1,135.77,0,0.45,0.004448,CALL
river,2,3.58,0.73,67.0,0,0.76,0.169374,RAISE
flop,1,57.64,24.14,70.46,0,0.185,0.295182,FOLD
river,2,72.32,9.71,145.37,0,0.57,0.118371,CALL
river,2,62.54,17.49,30.48,0,0.21,0.218543,CALL
turn,2,6.23,6.12,109.44,0,0.21,0.495547,FOLD
turn,1,60.81,9.53,107.24,0,0.345,0.135485,CALL
preflop,1,36.51,7.67,69.2,0,0.46,0.173608,CALL
turn,4,42.81,16.1,39.43,0,0.02,0.273298,FOLD
preflop,4,43.65,21.11,67.4,0,0.17,0.325973,FOLD
turn,2,26.04,2.19,24.17,0,0.59,0.077577,CALL
turn,4,3.7,3.65,76.58,0,0.02,0.496599,FOLD
turn,4,33.81,28.84,61.82,0,0.12,0.460335,FOLD
river,2,39.46,34.99,76.92,0,0.18,0.46998,FOLD
river,3,31.95,16.36,135.87,0,0.655,0.338646,RAISE
preflop,1,38.38,23.29,67.54,0,0.41,0.377655,CALL
flop,3,45.78,20.88,133.65,0,0.105,0.313231,FOLD
turn,2,65.37,4.46,107.77,0,0.95,0.063869,RAISE
river,3,3.25,0.84,112.61,0,0.585,0.205379,CALL
turn,3,48.71,29.65,70.54,0,0.255,0.378382,FOLD
flop,3,71.68,34.26,91.84,0,0.505,0.323391,CALL
river,2,76.25,15.25,41.22,0,0.04,0.166667,FOLD
river,1,59.95,6.52,50.98,0,0.48,0.098089,CALL
river,2,12.45,1.91,135.06,0,0.085,0.133008,FOLD
river,4,60.72,1.96,69.83,0,0.545,0.03127,CALL
flop,4,40.02,14.79,72.13,0,0.09,0.269841,FOLD
river,3,42.16,16.93,43.84,0,0.0,0.286512,FOLD
flop,2,53.92,0.32,112.15,0,0.36,0.0059,CALL
river,2,70.92,11.41,77.91,0,0.465,0.138589,CALL
river,2,79.91,2.16,71.2,0,0.08,0.026319,CALL
flop,3,24.81,16.35,146.61,0,0.175,0.39723,FOLD
preflop,3,45.52,5.48,48.61,0,0.285,0.107451,CALL
turn,1,79.9,33.22,114.38,0,0.32,0.29367,CALL
preflop,4,47.02,30.12,40.31,0,0.245,0.390459,FOLD
flop,4,60.61,16.96,113.69,0,0.415,0.218641,CALL
river,4,72.39,2.54,131.44,0,0.255,0.033898,CALL
river,2,17.77,18.71,45.32,0,0.25,0.512884,FOLD
river,1,36.61,4.92,71.96,0,0.49,0.118469,CALL
preflop,3,57.52,26.77,109.79,0,0.245,0.317594,FOLD
turn,2,38.9,16.78,20.33,0,0.085,0.301365,FOLD
flop,1,4.01,2.6,61.62,0,0.435,0.393343,CALL
river,1,5.28,5.52,60.55,0,0.235,0.511111,FOLD
turn,3,23.23,17.73,121.85,0,0.18,0.432861,FOLD
river,2,44.86,12.77,33.15,0,0.19,0.221586,FOLD
turn,1,22.67,24.71,52.82,0,0.685,0.521528,RAISE
river,3,36.05,29.57,136.16,0,0.12,0.450625,FOLD
flop,4,7.6,3.57,46.72,0,0.035,0.319606,FOLD
flop,2,79.08,29.02,117.53,0,0.355,0.268455,CALL
river,4,12.54,0.88,35.5,0,0.0,0.065574,FOLD
turn,2,28.31,32.46,36.3,0,0.72,0.534145,RAISE
turn,2,4.04,0.25,129.92,0,0.405,0.058275,CALL
flop,4,63.42,12.64,54.87,0,0.055,0.166185,FOLD
preflop,4,47.29,9.26,35.02,0,0.3,0.163749,CALL
