street,num_opponents,pot_bb,facing_bet_bb,effective_stack_bb,allow_bluffs,equity,pot_odds,action
preflop,3,45.94,0.0,91.72,0,0.075,0.0,CHECK
river,4,20.92,12.97,71.64,0,0.0,0.382709,FOLD
preflop,3,31.67,24.41,26.66,0,0.1125,0.435271,FOLD
preflop,4,33.56,0.0,120.96,0,0.48125,0.0,CHECK
flop,4,57.73,4.72,40.21,0,0.0375,0.07558,FOLD
river,3,19.12,0.0,55.84,0,0.70625,0.0,BET
turn,1,3.36,3.9,145.44,0,0.7625,0.53719,RAISE
flop,3,22.94,0.0,137.67,0,0.05,0.0,CHECK
flop,1,3.47,0.0,118.05,0,0.775,0.0,BET
flop,3,49.9,0.0,62.01,0,0.11875,0.0,CHECK
preflop,2,70.27,0.0,68.01,0,0.39375,0.0,CHECK
river,3,64.81,0.0,102.93,0,0.0,0.0,CHECK
preflop,3,46.11,0.0,105.43,0,0.25625,0.0,CHECK
preflop,4,66.95,0.0,140.57,0,0.34375,0.0,CHECK
river,3,19.96,0.0,130.74,0,0.0,0.0,CHECK
flop,2,4.33,2.76,97.9,0,0.13125,0.389281,FOLD
turn,3,45.35,24.74,98.82,0,0.0125,0.352975,FOLD
preflop,1,16.12,18.07,145.14,0,0.61875,0.528517,CALL
flop,2,31.24,0.0,29.11,0,0.7,0.0,BET
river,3,6.59,1.55,38.25,0,0.0,0.190418,FOLD
preflop,1,41.86,0.0,51.36,0,0.54375,0.0,CHECK
preflop,4,69.79,0.0,47.94,0,0.1625,0.0,CHECK
preflop,3,17.86,0.0,137.95,0,0.275,0.0,CHECK
river,1,47.19,0.0,125.25,0,0.88125,0.0,BET
preflop,2,64.73,15.26,47.7,0,0.4125,0.190774,CALL
turn,4,63.46,0.0,100.55,0,0.325,0.0,CHECK
turn,1,77.25,4.33,101.88,0,0.53125,0.053077,CALL
turn,4,8.35,6.6,52.55,0,0.18125,0.441472,FOLD
preflop,1,75.03,30.82,69.5,0,0.575,0.291167,CALL
river,3,48.08,0.0,83.55,0,0.075,0.0,CHECK
turn,1,51.23,0.0,67.39,0,0.225,0.0,CHECK
river,3,74.61,12.5,106.96,0,0.7375,0.143497,RAISE
preflop,3,59.0,0.0,21.57,0,0.3375,0.0,CHECK
river,1,29.57,22.79,39.66,0,0.7,0.435256,RAISE
flop,2,55.28,9.38,61.76,0,0.6625,0.145067,RAISE
turn,1,59.65,0.0,74.94,0,0.125,0.0,CHECK
flop,3,15.78,0.0,69.85,0,0.5625,0.0,CHECK
turn,3,20.81,21.62,144.72,0,0.0375,0.509545,FOLD
flop,1,60.79,0.0,132.23,0,0.65625,0.0,BET
river,2,18.23,0.0,23.71,0,0.35,0.0,CHECK
turn,2,26.61,0.0,114.69,0,0.0875,0.0,CHECK
flop,2,63.49,3.5,101.53,0,0.15625,0.052247,CALL
river,4,55.79,2.93,95.44,0,0.0,0.049898,FOLD
river,3,65.58,27.34,129.85,0,0.16875,0.294232,FOLD
flop,4,20.65,5.46,95.69,0,0.06875,0.209115,FOLD
river,3,25.35,0.0,61.29,0,0.15625,0.0,CHECK
turn,2,41.49,17.34,114.84,0,0.15,0.294748,FOLD
flop,3,32.21,1.93,37.2,0,0.16875,0.056532,CALL
river,2,48.99,13.51,73.19,0,0.61875,0.21616,CALL
flop,1,62.13,28.21,67.96,0,0.7875,0.312265,RAISE
river,1,70.61,24.13,149.4,0,0.20625,0.254697,FOLD
flop,1,65.3,0.0,53.41,0,0.7125,0.0,BET
turn,4,45.7,0.0,28.74,0,0.0,0.0,CHECK
river,1,73.92,0.0,99.1,0,0.44375,0.0,CHECK
flop,4,31.83,0.0,23.9,0,0.4875,0.0,CHECK
preflop,3,73.72,0.0,86.88,0,0.26875,0.0,CHECK
river,3,74.13,2.83,113.9,0,0.1125,0.036772,CALL
preflop,1,31.36,11.75,66.29,0,0.625,0.272559,CALL
flop,3,76.52,5.91,76.31,0,0.15625,0.071697,CALL
river,1,56.26,7.76,67.95,0,0.39375,0.121212,CALL
flop,3,18.94,12.28,129.95,0,0.1375,0.393338,FOLD
flop,2,19.37,0.0,116.31,0,0.875,0.0,BET
flop,1,14.35,6.25,47.47,0,0.9375,0.303398,RAISE
turn,3,55.81,0.0,95.47,0,0.05,0.0,CHECK
river,1,14.23,12.03,44.08,0,0.175,0.458111,FOLD
flop,2,28.89,23.19,103.91,0,0.58125,0.445276,CALL
preflop,4,48.58,19.2,111.86,0,0.15625,0.283269,FOLD
preflop,1,78.4,0.0,134.73,0,0.39375,0.0,CHECK
turn,1,42.06,16.23,143.59,0,0.7875,0.278435,RAISE
preflop,1,9.32,9.23,22.91,0,0.2625,0.497574,FOLD
flop,4,9.33,0.0,113.22,0,0.06875,0.0,CHECK
preflop,2,50.54,12.74,101.14,0,0.3125,0.201327,CALL
flop,2,35.19,0.0,139.65,0,0.3375,0.0,CHECK
river,1,79.56,13.28,110.4,0,0.14375,0.143042,CALL
flop,4,74.29,0.0,30.95,0,0.10625,0.0,CHECK
preflop,4,64.6,0.0,126.48,0,0.325,0.0,CHECK
flop,4,22.55,18.4,105.74,0,0.36875,0.449328,FOLD
turn,3,4.92,1.54,93.25,0,0.0875,0.23839,FOLD
preflop,4,53.09,10.72,111.08,0,0.14375,0.167999,FOLD
flop,3,26.38,0.0,30.66,0,0.35,0.0,CHECK
flop,3,5.86,0.0,84.44,0,0.50625,0.0,CHECK
preflop,1,54.27,0.0,83.85,0,0.59375,0.0,CHECK
turn,1,64.25,0.0,27.36,0,0.575,0.0,CHECK
preflop,2,13.82,12.79,60.25,0,0.28125,0.480646,FOLD
river,4,72.37,19.2,113.45,0,0.33125,0.209676,CALL
turn,2,39.01,6.47,103.46,0,0.16875,0.14226,CALL
flop,1,14.7,16.92,74.03,0,0.3125,0.535104,FOLD
turn,1,44.77,0.0,143.88,0,0.36875,0.0,CHECK
preflop,2,40.58,0.0,72.8,0,0.2375,0.0,CHECK
turn,1,14.91,7.33,70.17,0,0.44375,0.329586,CALL
preflop,2,47.3,3.07,20.84,0,0.34375,0.060949,CALL
river,1,63.82,0.0,96.18,0,0.7875,0.0,BET
flop,3,11.72,7.34,147.2,0,0.15625,0.3851,FOLD
river,3,16.99,0.0,53.26,0,0.0,0.0,CHECK
flop,4,59.37,2.81,134.22,0,0.20625,0.045191,CALL
preflop,3,76.95,0.0,34.62,0,0.25625,0.0,CHECK
flop,1,2.62,1.35,96.78,0,0.325,0.34005,CALL
turn,2,14.93,0.0,124.46,0,0.14375,0.0,CHECK
turn,2,43.28,3.25,71.6,0,0.1375,0.069847,CALL
preflop,4,44.9,0.0,29.3,0,0.2875,0.0,CHECK
flop,2,4.75,2.9,102.23,0,0.41875,0.379085,CALL
flop,4,11.48,0.0,71.71,0,0.0875,0.0,CHECK
flop,2,62.9,0.0,65.17,0,0.44375,0.0,CHECK
preflop,1,45.86,0.0,84.26,0,0.38125,0.0,CHECK
flop,3,44.73,21.23,139.04,0,0.6625,0.321862,RAISE
preflop,2,7.63,0.0,95.08,0,0.425,0.0,CHECK
preflop,4,36.56,0.0,107.55,0,0.15,0.0,CHECK
turn,1,26.53,5.52,58.03,0,0.76875,0.172231,RAISE
turn,3,10.59,2.99,143.54,0,0.3,0.220177,CALL
preflop,3,47.39,6.57,101.35,0,0.25625,0.121757,CALL
flop,2,40.61,2.8,21.75,0,0.61875,0.064501,CALL
river,2,36.53,14.34,124.75,0,0.0125,0.281895,FOLD
river,3,8.45,0.0,71.82,0,0.2125,0.0,CHECK
turn,1,72.57,0.0,115.93,0,0.39375,0.0,CHECK
flop,1,64.33,24.48,71.44,0,0.18125,0.275645,FOLD
flop,3,18.74,0.0,131.84,0,0.04375,0.0,CHECK
river,3,18.07,0.0,22.67,0,0.9875,0.0,BET
river,1,32.74,0.0,34.14,0,0.2125,0.0,CHECK
preflop,4,3.99,0.0,79.55,0,0.20625,0.0,CHECK
turn,1,62.47,7.67,43.07,0,0.3,0.109353,CALL
turn,1,20.15,3.42,31.69,0,0.7125,0.1451,RAISE
flop,2,16.45,0.0,91.86,0,0.525,0.0,CHECK
flop,1,16.87,0.0,95.99,0,0.6375,0.0,BET
turn,1,9.34,8.39,132.23,0,0.11875,0.473209,FOLD
turn,3,41.12,28.34,32.41,0,0.59375,0.408005,CALL
flop,4,41.18,4.1,132.02,0,0.275,0.090548,CALL
preflop,4,8.47,7.29,118.8,0,0.175,0.462563,FOLD
preflop,1,35.88,0.0,136.76,0,0.5,0.0,CHECK
flop,1,49.81,17.08,74.87,0,0.55,0.255345,CALL
turn,1,53.92,2.02,85.5,0,0.3875,0.03611,CALL
river,1,68.6,25.11,37.21,0,0.65,0.267954,RAISE
preflop,3,63.7,0.0,140.2,0,0.1625,0.0,CHECK
preflop,3,75.32,0.95,69.85,0,0.19375,0.012456,CALL
preflop,4,30.41,0.0,20.07,0,0.09375,0.0,CHECK
river,3,4.43,2.98,34.3,0,0.26875,0.402159,FOLD
river,2,47.48,0.0,121.08,0,0.0375,0.0,CHECK
preflop,4,22.47,5.81,143.26,0,0.14375,0.205446,FOLD
preflop,3,13.02,12.31,124.49,0,0.225,0.485985,FOLD
preflop,2,7.78,0.0,71.64,0,0.26875,0.0,CHECK
turn,3,17.22,0.0,81.9,0,0.0375,0.0,CHECK
turn,4,69.3,29.06,78.15,0,0.025,0.295445,FOLD
preflop,4,48.73,30.77,83.76,0,0.1,0.387044,FOLD
preflop,4,25.78,6.66,108.46,0,0.3125,0.205302,CALL
flop,1,36.19,6.97,136.34,0,0.825,0.161492,RAISE
flop,4,75.87,1.34,84.68,0,0.1625,0.017355,CALL
flop,4,56.04,32.74,91.28,0,0.43125,0.368777,CALL
preflop,2,77.8,0.0,137.33,0,0.125,0.0,CHECK
turn,3,23.57,13.71,79.6,0,0.00625,0.367758,FOLD
preflop,3,72.42,12.85,123.65,0,0.28125,0.150698,CALL
turn,4,29.61,31.96,26.84,0,0.04375,0.519084,FOLD
flop,3,20.72,0.0,97.54,0,0.5375,0.0,CHECK
turn,3,64.47,5.13,74.99,0,0.175,0.073707,CALL
preflop,1,14.07,14.93,139.85,0,0.425,0.514828,FOLD
river,1,37.06,0.0,89.92,0,0.275,0.0,CHECK
preflop,3,35.93,18.63,30.07,0,0.21875,0.341459,FOLD
river,4,41.96,14.64,111.62,0,0.0,0.258657,FOLD
river,1,34.48,0.0,29.9,0,0.29375,0.0,CHECK
flop,4,36.0,19.08,93.84,0,0.1375,0.346405,FOLD
river,3,10.23,9.73,80.04,0,0.00625,0.487475,FOLD
flop,4,69.67,31.15,90.32,0,0.1125,0.308966,FOLD
river,3,45.86,13.98,26.43,0,0.0125,0.233623,FOLD
flop,3,5.57,6.19,111.58,0,0.24375,0.526361,FOLD
turn,1,72.03,0.0,30.26,0,0.45,0.0,CHECK
turn,1,49.91,0.0,146.25,0,0.91875,0.0,BET
preflop,2,50.77,6.96,122.73,0,0.31875,0.120561,CALL
turn,3,51.06,13.3,49.44,0,0.10625,0.20665,FOLD
preflop,1,6.93,6.73,139.24,0,0.58125,0.492679,CALL
preflop,4,35.32,23.12,24.87,0,0.175,0.395619,FOLD
turn,2,23.82,11.21,130.87,0,0.3375,0.320011,CALL
river,1,50.98,16.52,143.22,0,0.9125,0.244741,RAISE
flop,2,15.48,14.25,45.11,0,0.35625,0.479314,FOLD
turn,1,43.35,26.35,66.91,0,0.09375,0.378049,FOLD
preflop,2,45.83,5.88,75.87,0,0.3125,0.113711,CALL
flop,3,57.91,3.17,95.61,0,0.14375,0.051899,CALL
preflop,3,42.28,0.0,129.16,0,0.38125,0.0,CHECK
turn,1,76.36,0.0,50.44,0,0.74375,0.0,BET
preflop,3,61.54,0.0,116.1,0,0.13125,0.0,CHECK
preflop,4,30.13,14.29,111.17,0,0.24375,0.321702,FOLD
flop,4,51.48,0.0,54.63,0,0.075,0.0,CHECK
flop,4,14.35,10.7,97.21,0,0.20625,0.427146,FOLD
preflop,4,20.34,0.0,31.4,0,0.11875,0.0,CHECK
preflop,3,61.47,10.5,91.29,0,0.2,0.145894,CALL
turn,3,5.6,1.35,115.2,0,0.03125,0.194245,FOLD
preflop,3,61.87,0.0,126.38,0,0.2125,0.0,CHECK
turn,3,7.52,0.0,140.91,0,0.10625,0.0,CHECK
turn,4,21.73,0.0,133.77,0,0.13125,0.0,CHECK
preflop,4,63.89,33.43,45.88,0,0.125,0.343506,FOLD
flop,4,73.06,0.0,73.57,0,0.0875,0.0,CHECK
flop,4,56.99,0.0,28.37,0,0.1875,0.0,CHECK
preflop,3,4.19,3.69,67.05,0,0.26875,0.468274,FOLD
flop,1,68.41,5.86,102.61,0,0.4125,0.078901,CALL
river,1,53.52,19.44,95.91,0,0.0625,0.266447,FOLD
flop,1,10.25,10.32,80.18,0,0.91875,0.501702,RAISE
preflop,3,21.05,5.47,126.58,0,0.1375,0.206259,FOLD
preflop,1,37.21,23.22,68.1,0,0.85,0.384246,RAISE
preflop,4,43.82,32.59,112.49,0,0.18125,0.426515,FOLD
river,3,75.39,0.0,97.35,0,0.5375,0.0,CHECK
preflop,4,10.63,12.53,71.02,0,0.1,0.541019,FOLD
preflop,2,19.63,18.27,43.65,0,0.325,0.482058,FOLD
turn,3,45.6,34.24,29.7,0,0.7125,0.428858,RAISE
turn,3,64.67,0.0,36.25,0,0.3625,0.0,CHECK
flop,3,7.72,3.69,135.49,0,0.49375,0.323401,CALL
flop,3,62.64,0.0,68.41,0,0.34375,0.0,CHECK
river,1,36.78,9.36,34.6,0,0.4125,0.202861,CALL
turn,2,34.93,14.56,31.67,0,0.61875,0.294201,CALL
river,3,19.85,0.0,29.48,0,0.55,0.0,CHECK
preflop,4,17.97,0.0,72.11,0,0.3375,0.0,CHECK
flop,1,12.42,0.0,21.43,0,0.45,0.0,CHECK
flop,3,63.94,15.41,115.18,0,0.1375,0.194203,FOLD
preflop,1,23.42,5.96,82.79,0,0.6625,0.202859,RAISE
turn,2,5.61,0.0,62.83,0,0.0125,0.0,CHECK
turn,4,47.08,0.0,20.17,0,0.2625,0.0,CHECK
preflop,4,49.76,2.81,130.13,0,0.4125,0.053453,CALL
flop,4,63.94,0.0,21.82,0,0.00625,0.0,CHECK
preflop,2,73.19,31.59,33.56,0,0.29375,0.301489,CALL
preflop,2,23.74,6.83,89.55,0,0.35625,0.223422,CALL
flop,1,60.35,34.28,123.16,0,0.6625,0.362253,RAISE
flop,1,70.36,6.08,149.27,0,0.18125,0.07954,CALL
flop,3,45.16,0.0,52.16,0,0.1,0.0,CHECK
turn,2,53.49,0.0,105.67,0,0.0125,0.0,CHECK
preflop,4,54.24,9.38,145.29,0,0.18125,0.147438,CALL
turn,4,14.91,0.0,143.32,0,0.00625,0.0,CHECK
preflop,3,47.35,0.0,98.31,0,0.21875,0.0,CHECK
preflop,1,10.78,2.64,113.49,0,0.73125,0.196721,RAISE
preflop,1,59.66,28.78,34.82,0,0.45625,0.325418,CALL
flop,3,8.73,3.76,84.65,0,0.3125,0.301041,CALL
preflop,4,74.78,15.44,28.73,0,0.28125,0.171137,CALL
preflop,4,14.86,9.85,74.75,0,0.1125,0.398624,FOLD
river,3,79.2,0.0,43.82,0,0.05625,0.0,CHECK
turn,1,56.28,9.11,35.55,0,0.6,0.139318,CALL
flop,3,68.12,28.8,53.31,0,0.09375,0.297152,FOLD
preflop,4,53.88,28.55,146.16,0,0.18125,0.346354,FOLD
preflop,4,13.66,11.87,87.47,0,0.1625,0.464943,FOLD
turn,4,45.6,20.85,38.88,0,0.51875,0.31377,CALL
turn,2,44.51,33.85,107.36,0,0.39375,0.431981,FOLD
flop,4,57.96,6.35,63.27,0,0.0625,0.09874,FOLD
turn,3,47.84,20.45,42.0,0,0.24375,0.299458,FOLD
turn,2,13.86,0.0,76.98,0,0.1625,0.0,CHECK
turn,4,73.39,24.84,43.93,0,0.0875,0.252876,FOLD
preflop,2,56.34,0.0,143.63,0,0.16875,0.0,CHECK
flop,1,15.28,14.04,124.15,0,0.23125,0.478854,FOLD
river,3,64.57,0.0,31.7,0,0.94375,0.0,BET
river,2,24.0,21.64,53.7,0,0.275,0.474145,FOLD
preflop,3,64.0,9.91,140.89,0,0.2,0.134082,CALL
river,2,64.81,27.74,116.28,0,0.0,0.29973,FOLD
turn,3,27.53,0.0,108.35,0,0.025,0.0,CHECK
preflop,4,78.79,10.32,28.53,0,0.05625,0.115812,FOLD
river,4,14.78,0.58,50.18,0,0.1125,0.03776,CALL
river,1,4.97,0.0,92.04,0,0.39375,0.0,CHECK
turn,4,34.26,0.0,141.22,0,0.0,0.0,CHECK
flop,2,52.82,32.51,127.71,0,0.675,0.380991,RAISE
turn,4,57.48,6.12,145.16,0,0.0375,0.096226,FOLD
flop,3,61.24,3.63,22.76,0,0.0375,0.055958,CALL
preflop,2,14.55,0.0,141.64,0,0.2875,0.0,CHECK
flop,1,77.72,0.0,74.34,0,0.4,0.0,CHECK
preflop,3,46.4,0.0,21.29,0,0.325,0.0,CHECK
turn,1,56.75,0.0,40.2,0,0.8125,0.0,BET
preflop,1,14.76,0.51,142.23,0,0.35625,0.033399,CALL
preflop,2,43.47,14.38,120.38,0,0.21875,0.248574,FOLD
river,2,78.67,0.0,55.73,0,0.86875,0.0,BET
flop,2,69.33,0.0,149.72,0,0.26875,0.0,CHECK
turn,4,13.32,5.0,137.68,0,0.275,0.272926,CALL
flop,1,68.78,0.0,34.96,0,0.75625,0.0,BET
turn,2,54.71,0.0,134.82,0,0.0625,0.0,CHECK
river,2,19.39,12.27,101.71,0,0.00625,0.387555,FOLD
flop,3,2.77,2.22,86.84,0,0.2375,0.44489,FOLD
turn,1,43.63,0.0,53.03,0,0.19375,0.0,CHECK
turn,4,8.8,0.0,51.46,0,0.0125,0.0,CHECK
turn,2,35.4,0.0,49.69,0,0.0375,0.0,CHECK
flop,3,71.37,12.2,45.15,0,0.35625,0.145985,CALL
turn,1,55.24,0.0,117.48,0,0.43125,0.0,CHECK
river,1,39.81,2.12,98.18,0,0.275,0.05056,CALL
preflop,3,11.53,0.0,99.2,0,0.2625,0.0,CHECK
river,4,63.4,18.0,123.12,0,0.0,0.22113,FOLD
turn,4,45.45,25.79,76.92,0,0.1875,0.362016,FOLD
turn,2,52.43,26.96,126.91,0,0.25,0.339589,FOLD
river,2,48.85,0.0,40.83,0,1.0,0.0,BET
turn,2,30.6,0.0,73.98,0,0.44375,0.0,CHECK
river,3,64.0,19.1,132.37,0,0.0,0.229844,FOLD
turn,3,6.93,0.0,138.12,0,0.1,0.0,CHECK
river,2,27.97,22.17,87.27,0,0.525,0.442162,CALL
turn,1,3.13,1.86,30.31,0,0.58125,0.372745,CALL
preflop,4,52.97,0.0,117.31,0,0.275,0.0,CHECK
river,4,3.0,2.01,105.67,0,0.8,0.401198,RAISE
preflop,1,38.15,34.87,119.03,0,0.48125,0.47754,CALL
flop,4,39.53,8.67,111.69,0,0.11875,0.179876,FOLD
river,4,76.91,0.0,109.89,0,0.7625,0.0,BET
preflop,3,16.22,4.57,98.18,0,0.325,0.219817,CALL
flop,3,64.13,5.24,124.05,0,0.0625,0.075537,CALL
flop,3,44.98,0.0,147.81,0,0.3875,0.0,CHECK
flop,1,13.35,4.41,144.17,0,0.775,0.248311,RAISE
river,1,50.02,14.57,71.39,0,0.5375,0.225577,CALL
turn,1,43.35,9.39,28.96,0,0.4,0.178043,CALL
flop,3,65.77,22.37,47.01,0,0.1,0.253801,FOLD
preflop,1,66.15,0.0,41.03,0,0.4625,0.0,CHECK
flop,3,51.04,0.0,42.93,0,0.13125,0.0,CHECK
turn,2,29.36,0.0,21.17,0,0.1125,0.0,CHECK
flop,4,57.99,10.99,30.75,0,0.15625,0.159322,CALL
flop,3,40.9,0.75,53.92,0,0.06875,0.018007,CALL
turn,4,9.43,0.0,31.45,0,0.40625,0.0,CHECK
preflop,2,16.03,0.0,54.32,0,0.25,0.0,CHECK
turn,3,66.65,9.2,119.47,0,0.025,0.121292,FOLD
turn,2,29.93,0.0,147.67,0,0.3375,0.0,CHECK
preflop,1,5.39,0.0,24.81,0,0.61875,0.0,CHECK
turn,4,14.66,9.03,30.29,0,0.2125,0.381173,FOLD
flop,4,33.21,0.0,99.42,0,0.08125,0.0,CHECK
turn,3,5.23,1.13,123.15,0,0.24375,0.177673,CALL
turn,2,63.49,31.27,125.58,0,0.15,0.329992,FOLD
preflop,1,3.19,2.68,113.64,0,0.5,0.456559,CALL
preflop,4,12.22,0.0,47.86,0,0.1375,0.0,CHECK
preflop,2,47.19,34.33,95.75,0,0.28125,0.421124,FOLD
flop,1,2.59,1.19,134.41,0,0.64375,0.314815,CALL
river,2,16.18,0.0,51.46,0,0.75,0.0,BET
river,4,66.39,18.91,97.51,0,0.0375,0.221688,FOLD
river,3,63.87,13.7,25.97,0,0.425,0.176615,CALL
flop,2,34.73,28.39,141.67,0,0.40625,0.449778,FOLD
river,2,75.87,0.0,105.52,0,0.0,0.0,CHECK
preflop,3,35.8,0.0,35.67,0,0.2875,0.0,CHECK
preflop,2,56.28,0.0,141.08,0,0.38125,0.0,CHECK
turn,3,61.31,11.56,126.24,0,0.18125,0.158639,CALL
flop,2,19.29,0.0,138.03,0,0.59375,0.0,CHECK
river,4,57.96,0.0,132.72,0,0.35,0.0,CHECK
flop,3,69.15,13.49,132.48,0,0.6375,0.163238,CALL
flop,1,74.39,0.0,101.01,0,0.575,0.0,CHECK
turn,1,3.88,1.78,45.69,0,0.96875,0.314488,RAISE
flop,2,15.09,12.46,113.71,0,0.30625,0.452269,FOLD
turn,1,42.49,0.0,99.31,0,0.04375,0.0,CHECK
river,1,61.75,0.0,110.35,0,0.3,0.0,CHECK
turn,1,70.67,0.0,102.34,0,0.1375,0.0,CHECK
river,2,42.28,0.0,124.4,0,0.96875,0.0,BET
preflop,1,26.89,0.0,74.61,0,0.475,0.0,CHECK
flop,2,19.52,15.49,63.98,0,0.54375,0.442445,CALL
flop,1,5.77,2.78,73.1,0,0.56875,0.325146,CALL
river,4,49.29,6.06,61.45,0,0.0,0.109485,FOLD
flop,2,66.2,3.96,68.2,0,0.1,0.056442,CALL
flop,1,48.31,28.29,22.96,0,0.425,0.369321,CALL
preflop,4,26.71,31.78,21.72,0,0.1125,0.543341,FOLD
preflop,4,67.44,0.0,113.08,0,0.2,0.0,CHECK
river,4,59.1,23.29,29.33,0,0.40625,0.28268,CALL
turn,4,48.29,0.0,47.19,0,0.0,0.0,CHECK
river,2,32.42,4.66,45.03,0,0.7,0.125674,RAISE
preflop,4,27.04,0.0,24.04,0,0.15,0.0,CHECK
river,2,54.49,0.0,88.7,0,0.075,0.0,CHECK
preflop,3,43.03,0.0,41.96,0,0.19375,0.0,CHECK
river,3,64.69,0.0,134.38,0,0.54375,0.0,CHECK
turn,2,8.8,2.55,81.68,0,0.58125,0.22467,CALL
turn,1,66.35,31.29,125.26,0,0.675,0.320463,RAISE
river,2,42.03,0.0,27.01,0,0.0,0.0,CHECK
flop,1,2.66,1.1,148.15,0,0.75,0.292553,RAISE
preflop,2,38.2,24.83,43.13,0,0.375,0.393939,CALL
flop,4,17.03,0.0,56.61,0,0.1,0.0,CHECK
turn,2,49.68,0.0,79.15,0,0.0,0.0,CHECK
flop,2,9.56,7.29,136.4,0,0.43125,0.432641,CALL
river,1,19.28,13.32,29.32,0,0.675,0.408589,RAISE
turn,1,19.03,0.0,131.67,0,0.2,0.0,CHECK
flop,3,52.53,0.0,59.01,0,0.7375,0.0,BET
flop,3,78.85,25.58,29.52,0,0.4,0.244949,CALL
flop,1,9.82,0.0,109.79,0,0.54375,0.0,CHECK
river,1,48.29,0.0,138.69,0,0.075,0.0,CHECK
preflop,1,33.8,4.5,37.58,0,0.4375,0.117493,CALL
river,2,37.54,16.31,128.69,0,0.45625,0.302878,CALL
flop,1,11.81,1.72,125.9,0,0.45625,0.127125,CALL
river,1,18.68,0.0,117.69,0,0.46875,0.0,CHECK
turn,3,50.12,24.3,54.32,0,0.2125,0.326525,FOLD
flop,4,9.35,3.98,25.87,0,0.075,0.298575,FOLD
flop,3,43.38,31.15,51.36,0,0.2125,0.417953,FOLD
preflop,4,16.08,0.0,74.67,0,0.175,0.0,CHECK
flop,1,57.76,0.57,37.48,0,0.14375,0.009772,CALL
turn,1,7.42,8.84,83.42,0,0.75625,0.543665,RAISE
turn,2,36.15,0.0,55.1,0,0.1875,0.0,CHECK
river,4,39.96,0.0,101.73,0,0.2125,0.0,CHECK
preflop,4,34.45,0.0,36.88,0,0.18125,0.0,CHECK
turn,2,24.46,6.38,110.08,0,0.20625,0.206874,CALL
preflop,3,13.39,0.0,54.39,0,0.23125,0.0,CHECK
flop,3,21.7,0.0,118.14,0,0.0125,0.0,CHECK
preflop,4,39.19,13.75,23.52,0,0.15,0.259728,FOLD
flop,4,73.13,27.2,69.33,0,0.1,0.271105,FOLD
preflop,3,2.88,0.99,98.96,0,0.2,0.255814,FOLD
preflop,2,51.26,0.0,97.44,0,0.4875,0.0,CHECK
flop,4,17.72,8.12,107.46,0,0.19375,0.314241,FOLD
river,4,9.98,1.38,138.57,0,0.04375,0.121479,FOLD
flop,1,68.93,21.69,59.15,0,0.38125,0.239351,CALL
turn,3,30.12,0.0,67.22,0,0.1,0.0,CHECK
flop,1,20.57,7.72,97.91,0,0.3,0.272888,CALL
flop,4,77.81,11.95,87.24,0,0.23125,0.133133,CALL
flop,4,41.99,0.0,82.97,0,0.1,0.0,CHECK
turn,1,24.22,27.65,141.79,0,0.38125,0.533063,FOLD
flop,2,54.97,0.0,49.39,0,0.1375,0.0,CHECK
flop,2,14.13,5.01,64.33,0,0.28125,0.261755,CALL
preflop,2,59.42,2.18,41.98,0,0.41875,0.03539,CALL
river,4,46.75,11.44,68.15,0,0.0875,0.196597,FOLD
flop,1,5.12,1.5,23.98,0,0.3625,0.226586,CALL
turn,4,78.06,32.83,61.05,0,0.03125,0.296059,FOLD
river,2,69.02,0.0,99.98,0,0.825,0.0,BET
flop,3,31.4,25.0,120.17,0,0.06875,0.443262,FOLD
preflop,2,57.59,0.0,60.36,0,0.45,0.0,CHECK
preflop,2,13.15,2.64,94.32,0,0.2375,0.167194,CALL
river,4,23.11,0.0,105.8,0,0.025,0.0,CHECK
preflop,3,7.47,0.0,64.78,0,0.125,0.0,CHECK
river,1,65.76,8.79,145.31,0,0.625,0.117907,CALL
turn,1,58.94,21.78,34.29,0,0.7375,0.269822,RAISE
river,2,37.08,6.79,22.15,0,0.1875,0.154775,CALL
river,3,4.05,1.71,76.1,0,0.35625,0.296875,CALL
flop,3,2.96,2.83,113.81,0,0.2375,0.488774,FOLD
turn,1,20.94,0.0,93.11,0,0.7,0.0,BET
turn,2,10.64,0.0,22.08,0,0.20625,0.0,CHECK
turn,1,10.21,8.96,47.9,0,0.3375,0.467397,FOLD
river,4,65.82,30.95,51.68,0,0.0,0.319831,FOLD
flop,2,21.21,25.03,88.81,0,0.08125,0.541306,FOLD
flop,3,4.51,0.0,79.21,0,0.55625,0.0,CHECK
flop,1,21.62,15.02,59.76,0,0.23125,0.409934,FOLD
turn,3,36.81,23.08,36.32,0,0.18125,0.385373,FOLD
turn,1,26.75,1.89,97.54,0,0.325,0.065992,CALL
preflop,3,6.77,0.0,149.61,0,0.1625,0.0,CHECK
river,2,10.36,0.0,37.62,0,0.3,0.0,CHECK
turn,2,64.2,14.52,118.69,0,0.65,0.184451,RAISE
turn,4,41.92,24.42,32.7,0,0.58125,0.368104,CALL
turn,1,9.37,0.0,98.53,0,0.325,0.0,CHECK
turn,4,33.98,31.53,67.33,0,0.18125,0.481301,FOLD
flop,1,7.3,6.18,48.48,0,0.16875,0.458457,FOLD
turn,1,54.02,25.86,27.65,0,0.3,0.323736,FOLD
river,3,72.02,18.02,23.82,0,0.69375,0.200133,RAISE
